Interpolation Weights at RHO-contact points:  donor = 01, receiver = 02 

   n     Hweight(1)   Hweight(2)   Hweight(3)   Hweight(4)       SUM       Idg   indxO   indxR    XIdgO       XIrg      XIdgR     Jdg   indxT    ETAdgO     ETArg      ETAdgT 
0000267  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    23    2879    2880   22.50000   22.83333   23.50000    35    2963   34.50000   34.50000   35.50000
0000268  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    23    2879    2880   22.50000   23.16667   23.50000    35    2963   34.50000   34.50000   35.50000
0000269  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    24    2880    2881   23.50000   23.50000   24.50000    35    2964   34.50000   34.50000   35.50000
0000270  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    24    2880    2881   23.50000   23.83333   24.50000    35    2964   34.50000   34.50000   35.50000
0000271  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    24    2880    2881   23.50000   24.16667   24.50000    35    2964   34.50000   34.50000   35.50000
0000272  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    25    2881    2882   24.50000   24.50000   25.50000    35    2965   34.50000   34.50000   35.50000
0000273  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    25    2881    2882   24.50000   24.83333   25.50000    35    2965   34.50000   34.50000   35.50000
0000274  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    25    2881    2882   24.50000   25.16667   25.50000    35    2965   34.50000   34.50000   35.50000
0000275  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    26    2882    2883   25.50000   25.50000   26.50000    35    2966   34.50000   34.50000   35.50000
0000276  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    26    2882    2883   25.50000   25.83333   26.50000    35    2966   34.50000   34.50000   35.50000
0000277  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    26    2882    2883   25.50000   26.16667   26.50000    35    2966   34.50000   34.50000   35.50000
0000278  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    27    2883    2884   26.50000   26.50000   27.50000    35    2967   34.50000   34.50000   35.50000
0000279  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    27    2883    2884   26.50000   26.83333   27.50000    35    2967   34.50000   34.50000   35.50000
0000280  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    27    2883    2884   26.50000   27.16667   27.50000    35    2967   34.50000   34.50000   35.50000
0000281  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    28    2884    2885   27.50000   27.50000   28.50000    35    2968   34.50000   34.50000   35.50000
0000282  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    28    2884    2885   27.50000   27.83333   28.50000    35    2968   34.50000   34.50000   35.50000
0000283  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    28    2884    2885   27.50000   28.16667   28.50000    35    2968   34.50000   34.50000   35.50000
0000284  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    29    2885    2886   28.50000   28.50000   29.50000    35    2969   34.50000   34.50000   35.50000
0000285  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    29    2885    2886   28.50000   28.83333   29.50000    35    2969   34.50000   34.50000   35.50000
0000286  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    29    2885    2886   28.50000   29.16667   29.50000    35    2969   34.50000   34.50000   35.50000
0000287  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    30    2886    2887   29.50000   29.50000   30.50000    35    2970   34.50000   34.50000   35.50000
0000288  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    30    2886    2887   29.50000   29.83333   30.50000    35    2970   34.50000   34.50000   35.50000
0000289  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    30    2886    2887   29.50000   30.16667   30.50000    35    2970   34.50000   34.50000   35.50000
0000290  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    31    2887    2888   30.50000   30.50000   31.50000    35    2971   34.50000   34.50000   35.50000
0000291  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    31    2887    2888   30.50000   30.83333   31.50000    35    2971   34.50000   34.50000   35.50000
0000292  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    31    2887    2888   30.50000   31.16667   31.50000    35    2971   34.50000   34.50000   35.50000
0000293  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    32    2888    2889   31.50000   31.50000   32.50000    35    2972   34.50000   34.50000   35.50000
0000294  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    32    2888    2889   31.50000   31.83333   32.50000    35    2972   34.50000   34.50000   35.50000
0000295  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    32    2888    2889   31.50000   32.16667   32.50000    35    2972   34.50000   34.50000   35.50000
0000296  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    33    2889    2890   32.50000   32.50000   33.50000    35    2973   34.50000   34.50000   35.50000
0000297  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    33    2889    2890   32.50000   32.83333   33.50000    35    2973   34.50000   34.50000   35.50000
0000298  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    33    2889    2890   32.50000   33.16667   33.50000    35    2973   34.50000   34.50000   35.50000
0000299  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    34    2890    2891   33.50000   33.50000   34.50000    35    2974   34.50000   34.50000   35.50000
0000300  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    34    2890    2891   33.50000   33.83333   34.50000    35    2974   34.50000   34.50000   35.50000
0000301  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    34    2890    2891   33.50000   34.16667   34.50000    35    2974   34.50000   34.50000   35.50000
0000302  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    35    2891    2892   34.50000   34.50000   35.50000    35    2975   34.50000   34.50000   35.50000
0000303  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    35    2891    2892   34.50000   34.83333   35.50000    35    2975   34.50000   34.50000   35.50000
0000304  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    35    2891    2892   34.50000   35.16667   35.50000    35    2975   34.50000   34.50000   35.50000
0000305  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    36    2892    2893   35.50000   35.50000   36.50000    35    2976   34.50000   34.50000   35.50000
0000306  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    36    2892    2893   35.50000   35.83333   36.50000    35    2976   34.50000   34.50000   35.50000
0000307  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    36    2892    2893   35.50000   36.16667   36.50000    35    2976   34.50000   34.50000   35.50000
0000308  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    37    2893    2894   36.50000   36.50000   37.50000    35    2977   34.50000   34.50000   35.50000
0000309  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    37    2893    2894   36.50000   36.83333   37.50000    35    2977   34.50000   34.50000   35.50000
0000310  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    37    2893    2894   36.50000   37.16667   37.50000    35    2977   34.50000   34.50000   35.50000
0000311  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    38    2894    2895   37.50000   37.50000   38.50000    35    2978   34.50000   34.50000   35.50000
0000312  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    38    2894    2895   37.50000   37.83333   38.50000    35    2978   34.50000   34.50000   35.50000
0000313  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    38    2894    2895   37.50000   38.16667   38.50000    35    2978   34.50000   34.50000   35.50000
0000314  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    39    2895    2896   38.50000   38.50000   39.50000    35    2979   34.50000   34.50000   35.50000
0000315  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    39    2895    2896   38.50000   38.83333   39.50000    35    2979   34.50000   34.50000   35.50000
0000316  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    39    2895    2896   38.50000   39.16667   39.50000    35    2979   34.50000   34.50000   35.50000
0000317  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    40    2896    2897   39.50000   39.50000   40.50000    35    2980   34.50000   34.50000   35.50000
0000318  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    40    2896    2897   39.50000   39.83333   40.50000    35    2980   34.50000   34.50000   35.50000
0000319  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    40    2896    2897   39.50000   40.16667   40.50000    35    2980   34.50000   34.50000   35.50000
0000320  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    41    2897    2898   40.50000   40.50000   41.50000    35    2981   34.50000   34.50000   35.50000
0000321  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    41    2897    2898   40.50000   40.83333   41.50000    35    2981   34.50000   34.50000   35.50000
0000322  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    41    2897    2898   40.50000   41.16667   41.50000    35    2981   34.50000   34.50000   35.50000
0000323  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    42    2898    2899   41.50000   41.50000   42.50000    35    2982   34.50000   34.50000   35.50000
0000324  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    42    2898    2899   41.50000   41.83333   42.50000    35    2982   34.50000   34.50000   35.50000
0000325  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    42    2898    2899   41.50000   42.16667   42.50000    35    2982   34.50000   34.50000   35.50000
0000326  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    43    2899    2900   42.50000   42.50000   43.50000    35    2983   34.50000   34.50000   35.50000
0000327  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    43    2899    2900   42.50000   42.83333   43.50000    35    2983   34.50000   34.50000   35.50000
0000328  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    43    2899    2900   42.50000   43.16667   43.50000    35    2983   34.50000   34.50000   35.50000
0000329  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    44    2900    2901   43.50000   43.50000   44.50000    35    2984   34.50000   34.50000   35.50000
0000330  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    44    2900    2901   43.50000   43.83333   44.50000    35    2984   34.50000   34.50000   35.50000
0000331  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    44    2900    2901   43.50000   44.16667   44.50000    35    2984   34.50000   34.50000   35.50000
0000332  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    45    2901    2902   44.50000   44.50000   45.50000    35    2985   34.50000   34.50000   35.50000
0000333  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    45    2901    2902   44.50000   44.83333   45.50000    35    2985   34.50000   34.50000   35.50000
0000334  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    45    2901    2902   44.50000   45.16667   45.50000    35    2985   34.50000   34.50000   35.50000
0000335  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    46    2902    2903   45.50000   45.50000   46.50000    35    2986   34.50000   34.50000   35.50000
0000336  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    46    2902    2903   45.50000   45.83333   46.50000    35    2986   34.50000   34.50000   35.50000
0000337  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    46    2902    2903   45.50000   46.16667   46.50000    35    2986   34.50000   34.50000   35.50000
0000338  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    47    2903    2904   46.50000   46.50000   47.50000    35    2987   34.50000   34.50000   35.50000
0000339  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    47    2903    2904   46.50000   46.83333   47.50000    35    2987   34.50000   34.50000   35.50000
0000340  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    47    2903    2904   46.50000   47.16667   47.50000    35    2987   34.50000   34.50000   35.50000
0000341  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    48    2904    2905   47.50000   47.50000   48.50000    35    2988   34.50000   34.50000   35.50000
0000342  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    48    2904    2905   47.50000   47.83333   48.50000    35    2988   34.50000   34.50000   35.50000
0000343  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    48    2904    2905   47.50000   48.16667   48.50000    35    2988   34.50000   34.50000   35.50000
0000344  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    49    2905    2906   48.50000   48.50000   49.50000    35    2989   34.50000   34.50000   35.50000
0000345  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    49    2905    2906   48.50000   48.83333   49.50000    35    2989   34.50000   34.50000   35.50000
0000346  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    49    2905    2906   48.50000   49.16667   49.50000    35    2989   34.50000   34.50000   35.50000
0000347  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    50    2906    2907   49.50000   49.50000   50.50000    35    2990   34.50000   34.50000   35.50000
0000348  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    50    2906    2907   49.50000   49.83333   50.50000    35    2990   34.50000   34.50000   35.50000
0000349  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    50    2906    2907   49.50000   50.16667   50.50000    35    2990   34.50000   34.50000   35.50000
0000350  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    51    2907    2908   50.50000   50.50000   51.50000    35    2991   34.50000   34.50000   35.50000
0000351  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    51    2907    2908   50.50000   50.83333   51.50000    35    2991   34.50000   34.50000   35.50000
0000352  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    51    2907    2908   50.50000   51.16667   51.50000    35    2991   34.50000   34.50000   35.50000
0000353  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    52    2908    2909   51.50000   51.50000   52.50000    35    2992   34.50000   34.50000   35.50000
0000354  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    52    2908    2909   51.50000   51.83333   52.50000    35    2992   34.50000   34.50000   35.50000
0000355  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    52    2908    2909   51.50000   52.16667   52.50000    35    2992   34.50000   34.50000   35.50000
0000356  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    53    2909    2910   52.50000   52.50000   53.50000    35    2993   34.50000   34.50000   35.50000
0000357  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    53    2909    2910   52.50000   52.83333   53.50000    35    2993   34.50000   34.50000   35.50000
0000358  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    53    2909    2910   52.50000   53.16667   53.50000    35    2993   34.50000   34.50000   35.50000
0000359  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    54    2910    2911   53.50000   53.50000   54.50000    35    2994   34.50000   34.50000   35.50000
0000360  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    54    2910    2911   53.50000   53.83333   54.50000    35    2994   34.50000   34.50000   35.50000
0000361  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    54    2910    2911   53.50000   54.16667   54.50000    35    2994   34.50000   34.50000   35.50000
0000362  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    55    2911    2912   54.50000   54.50000   55.50000    35    2995   34.50000   34.50000   35.50000
0000363  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    55    2911    2912   54.50000   54.83333   55.50000    35    2995   34.50000   34.50000   35.50000
0000364  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    55    2911    2912   54.50000   55.16667   55.50000    35    2995   34.50000   34.50000   35.50000
0000365  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    56    2912    2913   55.50000   55.50000   56.50000    35    2996   34.50000   34.50000   35.50000
0000366  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    56    2912    2913   55.50000   55.83333   56.50000    35    2996   34.50000   34.50000   35.50000
0000367  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    56    2912    2913   55.50000   56.16667   56.50000    35    2996   34.50000   34.50000   35.50000
0000368  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    57    2913    2914   56.50000   56.50000   57.50000    35    2997   34.50000   34.50000   35.50000
0000369  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    57    2913    2914   56.50000   56.83333   57.50000    35    2997   34.50000   34.50000   35.50000
0000370  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    57    2913    2914   56.50000   57.16667   57.50000    35    2997   34.50000   34.50000   35.50000
0000371  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    58    2914    2915   57.50000   57.50000   58.50000    35    2998   34.50000   34.50000   35.50000
0000372  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    58    2914    2915   57.50000   57.83333   58.50000    35    2998   34.50000   34.50000   35.50000
0000373  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    58    2914    2915   57.50000   58.16667   58.50000    35    2998   34.50000   34.50000   35.50000
0000374  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    59    2915    2916   58.50000   58.50000   59.50000    35    2999   34.50000   34.50000   35.50000
0000375  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    59    2915    2916   58.50000   58.83333   59.50000    35    2999   34.50000   34.50000   35.50000
0000376  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    59    2915    2916   58.50000   59.16667   59.50000    35    2999   34.50000   34.50000   35.50000
0000377  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    60    2916    2917   59.50000   59.50000   60.50000    35    3000   34.50000   34.50000   35.50000
0000378  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    60    2916    2917   59.50000   59.83333   60.50000    35    3000   34.50000   34.50000   35.50000
0000379  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    60    2916    2917   59.50000   60.16667   60.50000    35    3000   34.50000   34.50000   35.50000
0000380  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    61    2917    2918   60.50000   60.50000   61.50000    35    3001   34.50000   34.50000   35.50000
0000381  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    61    2917    2918   60.50000   60.83333   61.50000    35    3001   34.50000   34.50000   35.50000
0000382  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    19    2875    2876   18.50000   18.83333   19.50000    35    2959   34.50000   34.83333   35.50000
0000383  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    19    2875    2876   18.50000   19.16667   19.50000    35    2959   34.50000   34.83333   35.50000
0000384  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    20    2876    2877   19.50000   19.50000   20.50000    35    2960   34.50000   34.83333   35.50000
0000385  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    20    2876    2877   19.50000   19.83333   20.50000    35    2960   34.50000   34.83333   35.50000
0000386  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    20    2876    2877   19.50000   20.16667   20.50000    35    2960   34.50000   34.83333   35.50000
0000387  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    21    2877    2878   20.50000   20.50000   21.50000    35    2961   34.50000   34.83333   35.50000
0000388  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    21    2877    2878   20.50000   20.83333   21.50000    35    2961   34.50000   34.83333   35.50000
0000389  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    21    2877    2878   20.50000   21.16667   21.50000    35    2961   34.50000   34.83333   35.50000
0000390  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    22    2878    2879   21.50000   21.50000   22.50000    35    2962   34.50000   34.83333   35.50000
0000391  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    22    2878    2879   21.50000   21.83333   22.50000    35    2962   34.50000   34.83333   35.50000
0000392  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    22    2878    2879   21.50000   22.16667   22.50000    35    2962   34.50000   34.83333   35.50000
0000393  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    23    2879    2880   22.50000   22.50000   23.50000    35    2963   34.50000   34.83333   35.50000
0000394  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    23    2879    2880   22.50000   22.83333   23.50000    35    2963   34.50000   34.83333   35.50000
0000395  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    23    2879    2880   22.50000   23.16667   23.50000    35    2963   34.50000   34.83333   35.50000
0000396  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    24    2880    2881   23.50000   23.50000   24.50000    35    2964   34.50000   34.83333   35.50000
0000397  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    24    2880    2881   23.50000   23.83333   24.50000    35    2964   34.50000   34.83333   35.50000
0000398  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    24    2880    2881   23.50000   24.16667   24.50000    35    2964   34.50000   34.83333   35.50000
0000399  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    25    2881    2882   24.50000   24.50000   25.50000    35    2965   34.50000   34.83333   35.50000
0000400  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    25    2881    2882   24.50000   24.83333   25.50000    35    2965   34.50000   34.83333   35.50000
0000401  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    25    2881    2882   24.50000   25.16667   25.50000    35    2965   34.50000   34.83333   35.50000
0000402  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    26    2882    2883   25.50000   25.50000   26.50000    35    2966   34.50000   34.83333   35.50000
0000403  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    26    2882    2883   25.50000   25.83333   26.50000    35    2966   34.50000   34.83333   35.50000
0000404  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    26    2882    2883   25.50000   26.16667   26.50000    35    2966   34.50000   34.83333   35.50000
0000405  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    27    2883    2884   26.50000   26.50000   27.50000    35    2967   34.50000   34.83333   35.50000
0000406  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    27    2883    2884   26.50000   26.83333   27.50000    35    2967   34.50000   34.83333   35.50000
0000407  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    27    2883    2884   26.50000   27.16667   27.50000    35    2967   34.50000   34.83333   35.50000
0000408  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    28    2884    2885   27.50000   27.50000   28.50000    35    2968   34.50000   34.83333   35.50000
0000409  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    28    2884    2885   27.50000   27.83333   28.50000    35    2968   34.50000   34.83333   35.50000
0000410  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    28    2884    2885   27.50000   28.16667   28.50000    35    2968   34.50000   34.83333   35.50000
0000411  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    29    2885    2886   28.50000   28.50000   29.50000    35    2969   34.50000   34.83333   35.50000
0000412  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    29    2885    2886   28.50000   28.83333   29.50000    35    2969   34.50000   34.83333   35.50000
0000413  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    29    2885    2886   28.50000   29.16667   29.50000    35    2969   34.50000   34.83333   35.50000
0000414  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    30    2886    2887   29.50000   29.50000   30.50000    35    2970   34.50000   34.83333   35.50000
0000415  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    30    2886    2887   29.50000   29.83333   30.50000    35    2970   34.50000   34.83333   35.50000
0000416  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    30    2886    2887   29.50000   30.16667   30.50000    35    2970   34.50000   34.83333   35.50000
0000417  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    31    2887    2888   30.50000   30.50000   31.50000    35    2971   34.50000   34.83333   35.50000
0000418  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    31    2887    2888   30.50000   30.83333   31.50000    35    2971   34.50000   34.83333   35.50000
0000419  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    31    2887    2888   30.50000   31.16667   31.50000    35    2971   34.50000   34.83333   35.50000
0000420  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    32    2888    2889   31.50000   31.50000   32.50000    35    2972   34.50000   34.83333   35.50000
0000421  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    32    2888    2889   31.50000   31.83333   32.50000    35    2972   34.50000   34.83333   35.50000
0000422  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    32    2888    2889   31.50000   32.16667   32.50000    35    2972   34.50000   34.83333   35.50000
0000423  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    33    2889    2890   32.50000   32.50000   33.50000    35    2973   34.50000   34.83333   35.50000
0000424  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    33    2889    2890   32.50000   32.83333   33.50000    35    2973   34.50000   34.83333   35.50000
0000425  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    33    2889    2890   32.50000   33.16667   33.50000    35    2973   34.50000   34.83333   35.50000
