Interpolation Weights at V-contact points:  donor = 01, receiver = 02 

   n     Hweight(1)   Hweight(2)   Hweight(3)   Hweight(4)       SUM       Idg   indxO   indxR    XIdgO       XIrg      XIdgR     Jdg   indxT    ETAdgO     ETArg      ETAdgT 
0000333  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    45    2817    2818   44.50000   44.83333   45.50000    35    2901   34.00000   34.66667   35.00000
0000334  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    45    2817    2818   44.50000   45.16667   45.50000    35    2901   34.00000   34.66667   35.00000
0000335  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    46    2818    2819   45.50000   45.50000   46.50000    35    2902   34.00000   34.66667   35.00000
0000336  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    46    2818    2819   45.50000   45.83333   46.50000    35    2902   34.00000   34.66667   35.00000
0000337  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    46    2818    2819   45.50000   46.16667   46.50000    35    2902   34.00000   34.66667   35.00000
0000338  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    47    2819    2820   46.50000   46.50000   47.50000    35    2903   34.00000   34.66667   35.00000
0000339  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    47    2819    2820   46.50000   46.83333   47.50000    35    2903   34.00000   34.66667   35.00000
0000340  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    47    2819    2820   46.50000   47.16667   47.50000    35    2903   34.00000   34.66667   35.00000
0000341  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    48    2820    2821   47.50000   47.50000   48.50000    35    2904   34.00000   34.66667   35.00000
0000342  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    48    2820    2821   47.50000   47.83333   48.50000    35    2904   34.00000   34.66667   35.00000
0000343  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    48    2820    2821   47.50000   48.16667   48.50000    35    2904   34.00000   34.66667   35.00000
0000344  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    49    2821    2822   48.50000   48.50000   49.50000    35    2905   34.00000   34.66667   35.00000
0000345  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    49    2821    2822   48.50000   48.83333   49.50000    35    2905   34.00000   34.66667   35.00000
0000346  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    49    2821    2822   48.50000   49.16667   49.50000    35    2905   34.00000   34.66667   35.00000
0000347  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    50    2822    2823   49.50000   49.50000   50.50000    35    2906   34.00000   34.66667   35.00000
0000348  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    50    2822    2823   49.50000   49.83333   50.50000    35    2906   34.00000   34.66667   35.00000
0000349  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    50    2822    2823   49.50000   50.16667   50.50000    35    2906   34.00000   34.66667   35.00000
0000350  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    51    2823    2824   50.50000   50.50000   51.50000    35    2907   34.00000   34.66667   35.00000
0000351  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    51    2823    2824   50.50000   50.83333   51.50000    35    2907   34.00000   34.66667   35.00000
0000352  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    51    2823    2824   50.50000   51.16667   51.50000    35    2907   34.00000   34.66667   35.00000
0000353  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    52    2824    2825   51.50000   51.50000   52.50000    35    2908   34.00000   34.66667   35.00000
0000354  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    52    2824    2825   51.50000   51.83333   52.50000    35    2908   34.00000   34.66667   35.00000
0000355  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    52    2824    2825   51.50000   52.16667   52.50000    35    2908   34.00000   34.66667   35.00000
0000356  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    53    2825    2826   52.50000   52.50000   53.50000    35    2909   34.00000   34.66667   35.00000
0000357  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    53    2825    2826   52.50000   52.83333   53.50000    35    2909   34.00000   34.66667   35.00000
0000358  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    53    2825    2826   52.50000   53.16667   53.50000    35    2909   34.00000   34.66667   35.00000
0000359  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    54    2826    2827   53.50000   53.50000   54.50000    35    2910   34.00000   34.66667   35.00000
0000360  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    54    2826    2827   53.50000   53.83333   54.50000    35    2910   34.00000   34.66667   35.00000
0000361  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    54    2826    2827   53.50000   54.16667   54.50000    35    2910   34.00000   34.66667   35.00000
0000362  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    55    2827    2828   54.50000   54.50000   55.50000    35    2911   34.00000   34.66667   35.00000
0000363  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    55    2827    2828   54.50000   54.83333   55.50000    35    2911   34.00000   34.66667   35.00000
0000364  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    55    2827    2828   54.50000   55.16667   55.50000    35    2911   34.00000   34.66667   35.00000
0000365  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    56    2828    2829   55.50000   55.50000   56.50000    35    2912   34.00000   34.66667   35.00000
0000366  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    56    2828    2829   55.50000   55.83333   56.50000    35    2912   34.00000   34.66667   35.00000
0000367  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    56    2828    2829   55.50000   56.16667   56.50000    35    2912   34.00000   34.66667   35.00000
0000368  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    57    2829    2830   56.50000   56.50000   57.50000    35    2913   34.00000   34.66667   35.00000
0000369  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    57    2829    2830   56.50000   56.83333   57.50000    35    2913   34.00000   34.66667   35.00000
0000370  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    57    2829    2830   56.50000   57.16667   57.50000    35    2913   34.00000   34.66667   35.00000
0000371  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    58    2830    2831   57.50000   57.50000   58.50000    35    2914   34.00000   34.66667   35.00000
0000372  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    58    2830    2831   57.50000   57.83333   58.50000    35    2914   34.00000   34.66667   35.00000
0000373  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    58    2830    2831   57.50000   58.16667   58.50000    35    2914   34.00000   34.66667   35.00000
0000374  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    59    2831    2832   58.50000   58.50000   59.50000    35    2915   34.00000   34.66667   35.00000
0000375  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    59    2831    2832   58.50000   58.83333   59.50000    35    2915   34.00000   34.66667   35.00000
0000376  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    59    2831    2832   58.50000   59.16667   59.50000    35    2915   34.00000   34.66667   35.00000
0000377  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    60    2832    2833   59.50000   59.50000   60.50000    35    2916   34.00000   34.66667   35.00000
0000378  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    60    2832    2833   59.50000   59.83333   60.50000    35    2916   34.00000   34.66667   35.00000
0000379  1.11111e-01  2.22222e-01  4.44444e-01  2.22222e-01  1.00000e+00    60    2832    2833   59.50000   60.16667   60.50000    35    2916   34.00000   34.66667   35.00000
0000380  3.33333e-01  0.00000e+00  0.00000e+00  6.66667e-01  1.00000e+00    61    2833    2834   60.50000   60.50000   61.50000    35    2917   34.00000   34.66667   35.00000
0000381  2.22222e-01  1.11111e-01  2.22222e-01  4.44444e-01  1.00000e+00    61    2833    2834   60.50000   60.83333   61.50000    35    2917   34.00000   34.66667   35.00000
0000382  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    19    2875    2876   18.50000   18.83333   19.50000    36    2959   35.00000   35.00000   36.00000
0000383  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    19    2875    2876   18.50000   19.16667   19.50000    36    2959   35.00000   35.00000   36.00000
0000384  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    20    2876    2877   19.50000   19.50000   20.50000    36    2960   35.00000   35.00000   36.00000
0000385  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    20    2876    2877   19.50000   19.83333   20.50000    36    2960   35.00000   35.00000   36.00000
0000386  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    20    2876    2877   19.50000   20.16667   20.50000    36    2960   35.00000   35.00000   36.00000
0000387  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    21    2877    2878   20.50000   20.50000   21.50000    36    2961   35.00000   35.00000   36.00000
0000388  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    21    2877    2878   20.50000   20.83333   21.50000    36    2961   35.00000   35.00000   36.00000
0000389  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    21    2877    2878   20.50000   21.16667   21.50000    36    2961   35.00000   35.00000   36.00000
0000390  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    22    2878    2879   21.50000   21.50000   22.50000    36    2962   35.00000   35.00000   36.00000
0000391  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    22    2878    2879   21.50000   21.83333   22.50000    36    2962   35.00000   35.00000   36.00000
0000392  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    22    2878    2879   21.50000   22.16667   22.50000    36    2962   35.00000   35.00000   36.00000
0000393  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    23    2879    2880   22.50000   22.50000   23.50000    36    2963   35.00000   35.00000   36.00000
0000394  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    23    2879    2880   22.50000   22.83333   23.50000    36    2963   35.00000   35.00000   36.00000
0000395  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    23    2879    2880   22.50000   23.16667   23.50000    36    2963   35.00000   35.00000   36.00000
0000396  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    24    2880    2881   23.50000   23.50000   24.50000    36    2964   35.00000   35.00000   36.00000
0000397  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    24    2880    2881   23.50000   23.83333   24.50000    36    2964   35.00000   35.00000   36.00000
0000398  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    24    2880    2881   23.50000   24.16667   24.50000    36    2964   35.00000   35.00000   36.00000
0000399  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    25    2881    2882   24.50000   24.50000   25.50000    36    2965   35.00000   35.00000   36.00000
0000400  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    25    2881    2882   24.50000   24.83333   25.50000    36    2965   35.00000   35.00000   36.00000
0000401  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    25    2881    2882   24.50000   25.16667   25.50000    36    2965   35.00000   35.00000   36.00000
0000402  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    26    2882    2883   25.50000   25.50000   26.50000    36    2966   35.00000   35.00000   36.00000
0000403  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    26    2882    2883   25.50000   25.83333   26.50000    36    2966   35.00000   35.00000   36.00000
0000404  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    26    2882    2883   25.50000   26.16667   26.50000    36    2966   35.00000   35.00000   36.00000
0000405  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    27    2883    2884   26.50000   26.50000   27.50000    36    2967   35.00000   35.00000   36.00000
0000406  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    27    2883    2884   26.50000   26.83333   27.50000    36    2967   35.00000   35.00000   36.00000
0000407  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    27    2883    2884   26.50000   27.16667   27.50000    36    2967   35.00000   35.00000   36.00000
0000408  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    28    2884    2885   27.50000   27.50000   28.50000    36    2968   35.00000   35.00000   36.00000
0000409  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    28    2884    2885   27.50000   27.83333   28.50000    36    2968   35.00000   35.00000   36.00000
0000410  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    28    2884    2885   27.50000   28.16667   28.50000    36    2968   35.00000   35.00000   36.00000
0000411  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    29    2885    2886   28.50000   28.50000   29.50000    36    2969   35.00000   35.00000   36.00000
0000412  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    29    2885    2886   28.50000   28.83333   29.50000    36    2969   35.00000   35.00000   36.00000
0000413  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    29    2885    2886   28.50000   29.16667   29.50000    36    2969   35.00000   35.00000   36.00000
0000414  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    30    2886    2887   29.50000   29.50000   30.50000    36    2970   35.00000   35.00000   36.00000
0000415  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    30    2886    2887   29.50000   29.83333   30.50000    36    2970   35.00000   35.00000   36.00000
0000416  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    30    2886    2887   29.50000   30.16667   30.50000    36    2970   35.00000   35.00000   36.00000
0000417  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    31    2887    2888   30.50000   30.50000   31.50000    36    2971   35.00000   35.00000   36.00000
0000418  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    31    2887    2888   30.50000   30.83333   31.50000    36    2971   35.00000   35.00000   36.00000
0000419  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    31    2887    2888   30.50000   31.16667   31.50000    36    2971   35.00000   35.00000   36.00000
0000420  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    32    2888    2889   31.50000   31.50000   32.50000    36    2972   35.00000   35.00000   36.00000
0000421  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    32    2888    2889   31.50000   31.83333   32.50000    36    2972   35.00000   35.00000   36.00000
0000422  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    32    2888    2889   31.50000   32.16667   32.50000    36    2972   35.00000   35.00000   36.00000
0000423  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    33    2889    2890   32.50000   32.50000   33.50000    36    2973   35.00000   35.00000   36.00000
0000424  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    33    2889    2890   32.50000   32.83333   33.50000    36    2973   35.00000   35.00000   36.00000
0000425  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    33    2889    2890   32.50000   33.16667   33.50000    36    2973   35.00000   35.00000   36.00000
0000426  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    34    2890    2891   33.50000   33.50000   34.50000    36    2974   35.00000   35.00000   36.00000
0000427  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    34    2890    2891   33.50000   33.83333   34.50000    36    2974   35.00000   35.00000   36.00000
0000428  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    34    2890    2891   33.50000   34.16667   34.50000    36    2974   35.00000   35.00000   36.00000
0000429  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    35    2891    2892   34.50000   34.50000   35.50000    36    2975   35.00000   35.00000   36.00000
0000430  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    35    2891    2892   34.50000   34.83333   35.50000    36    2975   35.00000   35.00000   36.00000
0000431  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    35    2891    2892   34.50000   35.16667   35.50000    36    2975   35.00000   35.00000   36.00000
0000432  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    36    2892    2893   35.50000   35.50000   36.50000    36    2976   35.00000   35.00000   36.00000
0000433  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    36    2892    2893   35.50000   35.83333   36.50000    36    2976   35.00000   35.00000   36.00000
0000434  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    36    2892    2893   35.50000   36.16667   36.50000    36    2976   35.00000   35.00000   36.00000
0000435  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    37    2893    2894   36.50000   36.50000   37.50000    36    2977   35.00000   35.00000   36.00000
0000436  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    37    2893    2894   36.50000   36.83333   37.50000    36    2977   35.00000   35.00000   36.00000
0000437  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    37    2893    2894   36.50000   37.16667   37.50000    36    2977   35.00000   35.00000   36.00000
0000438  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    38    2894    2895   37.50000   37.50000   38.50000    36    2978   35.00000   35.00000   36.00000
0000439  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    38    2894    2895   37.50000   37.83333   38.50000    36    2978   35.00000   35.00000   36.00000
0000440  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    38    2894    2895   37.50000   38.16667   38.50000    36    2978   35.00000   35.00000   36.00000
0000441  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    39    2895    2896   38.50000   38.50000   39.50000    36    2979   35.00000   35.00000   36.00000
0000442  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    39    2895    2896   38.50000   38.83333   39.50000    36    2979   35.00000   35.00000   36.00000
0000443  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    39    2895    2896   38.50000   39.16667   39.50000    36    2979   35.00000   35.00000   36.00000
0000444  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    40    2896    2897   39.50000   39.50000   40.50000    36    2980   35.00000   35.00000   36.00000
0000445  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    40    2896    2897   39.50000   39.83333   40.50000    36    2980   35.00000   35.00000   36.00000
0000446  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    40    2896    2897   39.50000   40.16667   40.50000    36    2980   35.00000   35.00000   36.00000
0000447  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    41    2897    2898   40.50000   40.50000   41.50000    36    2981   35.00000   35.00000   36.00000
0000448  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    41    2897    2898   40.50000   40.83333   41.50000    36    2981   35.00000   35.00000   36.00000
0000449  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    41    2897    2898   40.50000   41.16667   41.50000    36    2981   35.00000   35.00000   36.00000
0000450  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    42    2898    2899   41.50000   41.50000   42.50000    36    2982   35.00000   35.00000   36.00000
0000451  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    42    2898    2899   41.50000   41.83333   42.50000    36    2982   35.00000   35.00000   36.00000
0000452  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    42    2898    2899   41.50000   42.16667   42.50000    36    2982   35.00000   35.00000   36.00000
0000453  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    43    2899    2900   42.50000   42.50000   43.50000    36    2983   35.00000   35.00000   36.00000
0000454  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    43    2899    2900   42.50000   42.83333   43.50000    36    2983   35.00000   35.00000   36.00000
0000455  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    43    2899    2900   42.50000   43.16667   43.50000    36    2983   35.00000   35.00000   36.00000
0000456  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    44    2900    2901   43.50000   43.50000   44.50000    36    2984   35.00000   35.00000   36.00000
0000457  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    44    2900    2901   43.50000   43.83333   44.50000    36    2984   35.00000   35.00000   36.00000
0000458  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    44    2900    2901   43.50000   44.16667   44.50000    36    2984   35.00000   35.00000   36.00000
0000459  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    45    2901    2902   44.50000   44.50000   45.50000    36    2985   35.00000   35.00000   36.00000
0000460  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    45    2901    2902   44.50000   44.83333   45.50000    36    2985   35.00000   35.00000   36.00000
0000461  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    45    2901    2902   44.50000   45.16667   45.50000    36    2985   35.00000   35.00000   36.00000
0000462  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    46    2902    2903   45.50000   45.50000   46.50000    36    2986   35.00000   35.00000   36.00000
0000463  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    46    2902    2903   45.50000   45.83333   46.50000    36    2986   35.00000   35.00000   36.00000
0000464  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    46    2902    2903   45.50000   46.16667   46.50000    36    2986   35.00000   35.00000   36.00000
0000465  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    47    2903    2904   46.50000   46.50000   47.50000    36    2987   35.00000   35.00000   36.00000
0000466  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    47    2903    2904   46.50000   46.83333   47.50000    36    2987   35.00000   35.00000   36.00000
0000467  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    47    2903    2904   46.50000   47.16667   47.50000    36    2987   35.00000   35.00000   36.00000
0000468  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    48    2904    2905   47.50000   47.50000   48.50000    36    2988   35.00000   35.00000   36.00000
0000469  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    48    2904    2905   47.50000   47.83333   48.50000    36    2988   35.00000   35.00000   36.00000
0000470  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    48    2904    2905   47.50000   48.16667   48.50000    36    2988   35.00000   35.00000   36.00000
0000471  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    49    2905    2906   48.50000   48.50000   49.50000    36    2989   35.00000   35.00000   36.00000
0000472  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    49    2905    2906   48.50000   48.83333   49.50000    36    2989   35.00000   35.00000   36.00000
0000473  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    49    2905    2906   48.50000   49.16667   49.50000    36    2989   35.00000   35.00000   36.00000
0000474  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    50    2906    2907   49.50000   49.50000   50.50000    36    2990   35.00000   35.00000   36.00000
0000475  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    50    2906    2907   49.50000   49.83333   50.50000    36    2990   35.00000   35.00000   36.00000
0000476  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    50    2906    2907   49.50000   50.16667   50.50000    36    2990   35.00000   35.00000   36.00000
0000477  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    51    2907    2908   50.50000   50.50000   51.50000    36    2991   35.00000   35.00000   36.00000
0000478  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    51    2907    2908   50.50000   50.83333   51.50000    36    2991   35.00000   35.00000   36.00000
0000479  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    51    2907    2908   50.50000   51.16667   51.50000    36    2991   35.00000   35.00000   36.00000
0000480  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    52    2908    2909   51.50000   51.50000   52.50000    36    2992   35.00000   35.00000   36.00000
0000481  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    52    2908    2909   51.50000   51.83333   52.50000    36    2992   35.00000   35.00000   36.00000
0000482  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    52    2908    2909   51.50000   52.16667   52.50000    36    2992   35.00000   35.00000   36.00000
0000483  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    53    2909    2910   52.50000   52.50000   53.50000    36    2993   35.00000   35.00000   36.00000
0000484  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    53    2909    2910   52.50000   52.83333   53.50000    36    2993   35.00000   35.00000   36.00000
0000485  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    53    2909    2910   52.50000   53.16667   53.50000    36    2993   35.00000   35.00000   36.00000
0000486  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    54    2910    2911   53.50000   53.50000   54.50000    36    2994   35.00000   35.00000   36.00000
0000487  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    54    2910    2911   53.50000   53.83333   54.50000    36    2994   35.00000   35.00000   36.00000
0000488  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    54    2910    2911   53.50000   54.16667   54.50000    36    2994   35.00000   35.00000   36.00000
0000489  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    55    2911    2912   54.50000   54.50000   55.50000    36    2995   35.00000   35.00000   36.00000
0000490  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    55    2911    2912   54.50000   54.83333   55.50000    36    2995   35.00000   35.00000   36.00000
0000491  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    55    2911    2912   54.50000   55.16667   55.50000    36    2995   35.00000   35.00000   36.00000
